chemin,classe,classe_LOC,classe_CLOC,classe_DC,WMC,classe_BC
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/,StackedBarChartTest.java,92,71,0.7717391,7,0.11024845
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/,XYLineChartTest.java,84,69,0.8214286,6,0.13690476
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/,PlotRenderingInfoTest.java,56,48,0.85714287,2,0.42857143
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/,CombinedRangeXYPlotTest.java,157,84,0.53503186,8,0.06687898
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/,MeterIntervalTest.java,43,47,1.0930233,3,0.3643411
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/,CombinedDomainXYPlotTest.java,163,86,0.5276074,9,0.058623042
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/,MarkerTest.java,244,122,0.5,15,0.033333335
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/,CategoryMarkerTest.java,109,65,0.5963303,5,0.119266056
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/,ThermometerPlotTest.java,111,60,0.5405405,3,0.18018018
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/,PlotOrientationTest.java,21,46,2.1904762,2,1.0952381
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/,MeterPlotTest.java,144,73,0.5069444,3,0.16898148
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/,SpiderWebPlotTest.java,213,82,0.38497654,4,0.096244134
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/dial/,MyDialLayerChangeListener.java,8,50,6.25,2,3.125
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/dial/,StandardDialFrameTest.java,67,56,0.8358209,3,0.27860698
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/dial/,AbstractDialLayerTest.java,39,52,1.3333334,2,0.6666667
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/dial/,DialPointerTest.java,85,63,0.7411765,6,0.12352941
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/dial/,StandardDialRangeTest.java,60,55,0.9166667,3,0.30555555
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/dial/,DialTextAnnotationTest.java,73,60,0.82191783,3,0.2739726
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/dial/,DialPlotTest.java,172,76,0.44186047,9,0.04909561
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/dial/,ArcDialFrameTest.java,79,59,0.7468355,3,0.24894516
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/dial/,DialCapTest.java,84,60,0.71428573,3,0.23809524
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/dial/,DialValueIndicatorTest.java,109,67,0.6146789,3,0.20489298
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/dial/,DialBackgroundTest.java,75,59,0.7866667,3,0.26222223
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/dial/,StandardDialScaleTest.java,155,76,0.4903226,5,0.09806452
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/pie/,PieLabelRecordTest.java,58,47,0.8103448,3,0.27011493
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/pie/,PiePlotTest.java,472,130,0.27542374,7,0.039346248
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/pie/,MultiplePiePlotTest.java,110,63,0.57272726,5,0.11454545
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/,DefaultDrawingSupplierTest.java,111,58,0.5225225,2,0.26126125
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/,ValueMarkerTest.java,140,61,0.43571427,6,0.07261904
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/,FastScatterPlotTest.java,139,61,0.4388489,6,0.073141485
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/,CrosshairTest.java,111,53,0.4774775,4,0.11936937
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/,CombinedRangeCategoryPlotTest.java,161,80,0.49689442,7,0.070984915
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/,PolarPlotTest.java,269,55,0.20446096,7,0.029208709
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/,PlotTest.java,90,60,0.6666667,1,0.6666667
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/compass/,LineNeedleTest.java,28,47,1.6785715,2,0.83928573
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/compass/,WindNeedleTest.java,28,47,1.6785715,2,0.83928573
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/compass/,CompassPlotTest.java,67,54,0.80597013,2,0.40298507
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/compass/,PointerNeedleTest.java,28,47,1.6785715,2,0.83928573
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/compass/,PlumNeedleTest.java,28,47,1.6785715,2,0.83928573
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/compass/,ShipNeedleTest.java,28,47,1.6785715,2,0.83928573
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/compass/,LongNeedleTest.java,28,47,1.6785715,2,0.83928573
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/compass/,MeterNeedleTest.java,44,41,0.9318182,1,0.9318182
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/compass/,ArrowNeedleTest.java,32,47,1.46875,2,0.734375
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/compass/,PinNeedleTest.java,28,47,1.6785715,2,0.83928573
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/compass/,MiddlePinNeedleTest.java,28,47,1.6785715,2,0.83928573
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/,RingPlotTest.java,90,53,0.5888889,2,0.29444444
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/,CategoryPlotTest.java,932,214,0.22961374,37,0.0062057767
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/,IntervalMarkerTest.java,73,58,0.79452056,5,0.1589041
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/,CombinedDomainCategoryPlotTest.java,161,81,0.5031056,5,0.10062112
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/,XYPlotTest.java,1032,261,0.25290698,39,0.0064847944
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/,MyPlotChangeListener.java,19,60,3.1578948,4,0.7894737
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/plot/flow/,FlowPlotTest.java,196,62,0.31632653,14,0.022594752
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/,GanttChartTest.java,174,92,0.52873564,6,0.08812261
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/title/,TextTitleTest.java,81,56,0.69135803,3,0.23045267
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/title/,CompositeTitleTest.java,83,57,0.686747,5,0.1373494
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/title/,ShortTextTitleTest.java,40,50,1.25,3,0.41666666
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/title/,ImageTitleTest.java,6,113,18.833334,1,18.833334
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/title/,DateTitleTest.java,55,50,0.90909094,3,0.3030303
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/title/,TitleTest.java,39,45,1.1538461,2,0.5769231
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/,LegendItemTest.java,257,58,0.22568093,3,0.07522698
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/entity/,PieSectionEntityTest.java,65,47,0.72307694,2,0.36153847
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/entity/,CategoryItemEntityTest.java,64,47,0.734375,2,0.3671875
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/entity/,StandardEntityCollectionTest.java,52,48,0.9230769,2,0.46153846
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/entity/,TickLabelEntityTest.java,44,47,1.0681819,2,0.53409094
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/entity/,CategoryLabelEntityTest.java,50,47,0.94,2,0.47
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/entity/,LegendItemEntityTest.java,53,47,0.8867925,2,0.44339624
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/entity/,XYItemEntityTest.java,57,47,0.8245614,2,0.4122807
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/entity/,FlowEntityTest.java,48,49,1.0208334,2,0.5104167
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/,XYBarChartTest.java,87,69,0.79310346,6,0.13218391
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/,LegendItemCollectionTest.java,56,53,0.9464286,2,0.4732143
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/,XYStepChartTest.java,93,76,0.8172043,6,0.13620071
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/swing/,CrosshairOverlayTest.java,40,47,1.175,2,0.5875
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/swing/,ChartPanelTest.java,216,114,0.5277778,19,0.027777778
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/,PieChartTest.java,38,66,1.7368422,4,0.43421054
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/labels/,StandardCategorySeriesLabelGeneratorTest.java,65,56,0.86153847,5,0.1723077
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/labels/,ItemLabelPositionTest.java,18,49,2.7222223,2,1.3611112
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/labels/,StandardXYZToolTipGeneratorTest.java,93,61,0.65591395,4,0.16397849
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/labels/,StandardFlowLabelGeneratorTest.java,22,44,2.0,2,1.0
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/labels/,StandardPieSectionLabelGeneratorTest.java,84,53,0.63095236,4,0.15773809
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/labels/,CustomXYItemLabelGeneratorTest.java,39,48,1.2307693,2,0.61538464
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/labels/,StandardCategoryItemLabelGeneratorTest.java,97,60,0.6185567,6,0.10309278
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/labels/,IntervalCategoryItemLabelGeneratorTest.java,64,53,0.828125,4,0.20703125
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/labels/,IntervalCategoryToolTipGeneratorTest.java,75,56,0.74666667,5,0.14933333
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/labels/,BubbleXYItemLabelGeneratorTest.java,107,59,0.55140185,5,0.11028037
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/labels/,BoxAndWhiskerToolTipGeneratorTest.java,55,56,1.0181818,4,0.25454545
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/labels/,StandardXYItemLabelGeneratorTest.java,103,57,0.5533981,4,0.13834952
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/labels/,StandardCategoryToolTipGeneratorTest.java,80,56,0.7,5,0.14
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/labels/,MultipleXYSeriesLabelGeneratorTest.java,58,55,0.94827586,4,0.23706897
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/labels/,ItemLabelAnchorTest.java,17,44,2.5882354,2,1.2941177
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/labels/,StandardPieToolTipGeneratorTest.java,75,53,0.70666665,4,0.17666666
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/labels/,SymbolicXYItemLabelGeneratorTest.java,43,53,1.2325581,4,0.30813953
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/labels/,StandardXYToolTipGeneratorTest.java,83,54,0.6506024,4,0.1626506
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/labels/,StandardXYSeriesLabelGeneratorTest.java,64,56,0.875,5,0.175
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/labels/,BoxAndWhiskerXYToolTipGeneratorTest.java,74,57,0.7702703,4,0.19256757
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/labels/,HighLowItemLabelGeneratorTest.java,56,53,0.9464286,4,0.23660715
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/internal/,LineUtilsTest.java,78,42,0.53846157,7,0.07692308
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/internal/,ArgsTest.java,17,38,2.235294,1,2.235294
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/internal/,SerialUtilsTest.java,79,38,0.48101267,6,0.080168776
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/internal/,CloneUtilsTest.java,33,48,1.4545455,0,0
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/internal/,HashUtilsTest.java,16,41,2.5625,1,2.5625
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/internal/,ShapeUtilsTest.java,69,57,0.82608694,2,0.41304347
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/,AreaChartTest.java,96,71,0.7395833,7,0.10565476
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/annotations/,XYShapeAnnotationTest.java,100,57,0.57,4,0.1425
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/annotations/,CategoryLineAnnotationTest.java,107,59,0.55140185,5,0.11028037
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/annotations/,XYBoxAnnotationTest.java,140,62,0.44285715,6,0.07380953
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/annotations/,XYPointerAnnotationTest.java,96,61,0.6354167,4,0.15885417
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/annotations/,CategoryTextAnnotationTest.java,61,56,0.91803277,4,0.22950819
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/annotations/,XYImageAnnotationTest.java,3,111,37.0,0,0
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/annotations/,XYTitleAnnotationTest.java,93,55,0.5913978,4,0.14784946
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/annotations/,XYPolygonAnnotationTest.java,91,54,0.5934066,4,0.14835165
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/annotations/,CategoryPointerAnnotationTest.java,96,61,0.6354167,4,0.15885417
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/annotations/,TextAnnotationTest.java,98,69,0.70408165,5,0.14081633
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/annotations/,XYTextAnnotationTest.java,100,61,0.61,4,0.1525
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/annotations/,XYLineAnnotationTest.java,130,53,0.4076923,6,0.06794872
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/annotations/,XYDrawableAnnotationTest.java,103,74,0.7184466,9,0.0798274
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/,WaterfallChartTest.java,66,60,0.90909094,5,0.18181819
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/,StackedAreaChartTest.java,90,71,0.7888889,7,0.11269841
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/,ScatterPlotTest.java,85,69,0.8117647,6,0.13529412
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/urls/,StandardCategoryURLGeneratorTest.java,55,51,0.92727274,4,0.23181818
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/urls/,CustomPieURLGeneratorTest.java,51,55,1.0784314,3,0.35947713
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/urls/,CustomCategoryURLGeneratorTest.java,84,59,0.70238096,4,0.17559524
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/urls/,StandardXYURLGeneratorTest.java,19,45,2.368421,2,1.1842105
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/urls/,TimeSeriesURLGeneratorTest.java,65,51,0.7846154,4,0.19615385
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/urls/,CustomXYURLGeneratorTest.java,84,59,0.70238096,4,0.17559524
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/urls/,StandardPieURLGeneratorTest.java,59,51,0.86440676,4,0.21610169
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/,XYAreaChartTest.java,83,69,0.8313253,6,0.13855422
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,AxisTest.java,171,71,0.41520467,3,0.13840155
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,QuarterDateFormatTest.java,62,50,0.8064516,4,0.2016129
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,CategoryTickTest.java,77,50,0.64935064,3,0.21645021
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,MonthDateFormatTest.java,74,55,0.7432432,4,0.1858108
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,CategoryAnchorTest.java,31,47,1.516129,3,0.50537634
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,CategoryAxisTest.java,109,70,0.64220184,3,0.21406728
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,SymbolAxisTest.java,50,47,0.94,2,0.47
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,PeriodAxisLabelInfoTest.java,116,53,0.45689654,4,0.114224136
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,CyclicNumberAxisTest.java,66,56,0.8484849,3,0.2828283
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,MarkerAxisBandTest.java,51,47,0.92156863,3,0.30718955
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,DateTickMarkPositionTest.java,31,47,1.516129,3,0.50537634
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,NumberAxisTest.java,220,137,0.6227273,11,0.05661157
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,TickUnitsTest.java,33,47,1.4242424,2,0.7121212
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,NumberTickUnitTest.java,41,50,1.2195122,4,0.30487806
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,DateTickUnitTest.java,28,47,1.6785715,3,0.5595238
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,ModuloAxisTest.java,40,50,1.25,3,0.41666666
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,PeriodAxisTest.java,180,74,0.41111112,7,0.05873016
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,DateTickTest.java,73,49,0.6712329,3,0.22374429
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,LogAxisTest.java,175,79,0.45142856,11,0.04103896
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,LogarithmicAxisTest.java,124,81,0.6532258,11,0.059384163
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,AxisLocationTest.java,32,47,1.46875,3,0.48958334
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,AxisSpaceTest.java,44,52,1.1818181,2,0.59090906
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,CategoryLabelPositionsTest.java,114,47,0.4122807,3,0.1374269
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,ValueAxisTest.java,140,74,0.5285714,3,0.17619048
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,DateAxisTest.java,854,207,0.24238876,26,0.009322644
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,CategoryLabelPositionTest.java,86,47,0.54651165,3,0.18217055
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,SubCategoryAxisTest.java,78,58,0.74358976,4,0.18589744
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,ExtendedCategoryAxisTest.java,79,58,0.73417723,3,0.24472575
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,StandardTickUnitSourceTest.java,19,44,2.3157895,2,1.1578947
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/axis/,CategoryLabelWidthTypeTest.java,29,47,1.6206896,3,0.54022986
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/,BarChartTest.java,93,72,0.7741935,7,0.11059908
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/api/,RectangleAlignmentTest.java,53,41,0.7735849,1,0.7735849
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/,MeterChartTest.java,22,47,2.1363637,1,2.1363637
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/text/format/,LogFormatTest.java,53,50,0.9433962,3,0.3144654
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/text/format/,HMSNumberFormatTest.java,16,38,2.375,1,2.375
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/text/format/,RelativeDateFormatTest.java,127,64,0.503937,6,0.0839895
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/,TimeSeriesChartTest.java,84,69,0.8214286,6,0.13690476
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/,JFreeChartTest.java,295,115,0.3898305,13,0.02998696
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/,LineChartTest.java,90,73,0.8111111,7,0.11587302
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/,XYStepAreaChartTest.java,83,69,0.8313253,6,0.13855422
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/block/,GridArrangementTest.java,176,92,0.52272725,19,0.02751196
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/block/,BorderArrangementTest.java,522,189,0.36206895,6,0.060344826
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/block/,ColumnArrangementTest.java,53,47,0.8867925,3,0.2955975
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/block/,LabelBlockTest.java,73,47,0.6438356,2,0.3219178
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/block/,BlockBorderTest.java,44,49,1.1136364,3,0.37121212
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/block/,LineBorderTest.java,50,47,0.94,3,0.31333333
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/block/,ColorBlockTest.java,58,48,0.82758623,3,0.27586207
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/block/,FlowArrangementTest.java,53,47,0.8867925,3,0.2955975
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/block/,AbstractBlockTest.java,78,47,0.6025641,3,0.2008547
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/block/,EmptyBlockTest.java,42,47,1.1190476,3,0.37301588
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/block/,RectangleConstraintTest.java,68,50,0.7352941,1,0.7352941
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/chart/block/,BlockContainerTest.java,38,47,1.2368422,2,0.6184211
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/data/statistics/,SimpleHistogramBinTest.java,89,54,0.60674155,4,0.15168539
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/data/statistics/,BoxAndWhiskerCalculatorTest.java,93,54,0.58064514,4,0.14516129
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/data/statistics/,DefaultMultiValueCategoryDatasetTest.java,152,66,0.43421054,7,0.062030077
/Users/marinasirotina/Documents/GitHub/jfreechart/src/test/java/org/jfree/data/statistics/,HistogramBinTest.java,33,47,1.4242424,2,0.7121212
